SMILES,Name,CID,InChI,IUPAC,Status,Source
Nc1ccc(c(c1)N)N=Nc1ccc(cc1)c1ccc(cc1)N=Nc1c(N)c2c(cc1S(=O)(=O)[O-])C=C(/C(=N\Nc1ccccc1)/C2=O)S(=O)(=O)[O-].[Na+].[Na+],"disodium;(6Z)-4-amino-3-[[4-[4-[(2,4-diaminophenyl)diazenyl]phenyl]phenyl]diazenyl]-5-oxo-6-(phenylhydrazinylidene)naphthalene-2,7-disulfonate",5359662,"1S/C34H27N9O7S2.2Na/c35-22-10-15-27(26(36)18-22)41-38-24-11-6-19(7-12-24)20-8-13-25(14-9-20)40-42-32-28(51(45,46)47)16-21-17-29(52(48,49)50)33(34(44)30(21)31(32)37)43-39-23-4-2-1-3-5-23;;/h1-18,39H,35-37H2,(H,45,46,47)(H,48,49,50);;/q;2*+1/p-2/b41-38?,42-40?,43-33+;;","disodium;(6Z)-4-amino-3-[[4-[4-[(2,4-diaminophenyl)diazenyl]phenyl]phenyl]diazenyl]-5-oxo-6-(phenylhydrazinylidene)naphthalene-2,7-disulfonate",1,CCRIS
Nc1ccc(c(c1)N)N=Nc1ccccc1.Cl,Chrysoidine,10771,"1S/C12H12N4.ClH/c13-9-6-7-12(11(14)8-9)16-15-10-4-2-1-3-5-10;/h1-8H,13-14H2;1H","4-phenyldiazenylbenzene-1,3-diamine;hydrochloride",1,CCRIS
Nc1ccc(c(c1)S(=O)(=O)[O-])/C=C/c1ccc(c(c1)S(=O)(=O)[O-])N.[Na+].[Na+],"4,4'-Diamino-2,2'-stilbenedisulfonic acid, disodium salt",6433499,"1S/C14H14N2O6S2.2Na/c15-11-5-4-10(13(8-11)23(17,18)19)3-1-9-2-6-12(16)14(7-9)24(20,21)22;;/h1-8H,15-16H2,(H,17,18,19)(H,20,21,22);;/q;2*+1/p-2/b3-1+;;",disodium;2-amino-5-[(E)-2-(4-amino-2-sulfonatophenyl)ethenyl]benzenesulfonate,0,CCRIS
Nc1ccc(cc1)C(=O)Nc1ccccc1N,Dinaline,42725,"1S/C13H13N3O/c14-10-7-5-9(6-8-10)13(17)16-12-4-2-1-3-11(12)15/h1-8H,14-15H2,(H,16,17)",4-amino-N-(2-aminophenyl)benzamide,1,CCRIS
Nc1ccc(cc1)n1c2ccccc2c2c1cncc2,"9-(4'-Aminophenyl)-9H-pyrido[3,4-b]indole",154224,"1S/C17H13N3/c18-12-5-7-13(8-6-12)20-16-4-2-1-3-14(16)15-9-10-19-11-17(15)20/h1-11H,18H2","4-pyrido[3,4-b]indol-9-ylaniline",1,CCRIS
Nc1ccc(cc1)Nc1ccccc1,N-Phenyl-p-phenylenediamine,7564,"1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2","4-N-phenylbenzene-1,4-diamine",0,CCRIS
Nc1ccc2c(c1)[nH+]c1c(c2)ccc(c1)N.[Cl-],Proflavine hydrochloride,197873,"1S/C13H11N3.ClH/c14-10-3-1-8-5-9-2-4-11(15)7-13(9)16-12(8)6-10;/h1-7H,14-15H2;1H","acridine-3,6-diamine;hydrochloride",0,CCRIS
Nc1ccc2c(c1)cc1c(c2)cccc1,2-Aminoanthracene,11937,"1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",anthracen-2-amine,1,CCRIS
Nc1ccc2c(c1)Cc1c2cccc1,2-Aminofluorene,1539,"1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2",9H-fluoren-2-amine,1,CCRIS
Nc1nc(C)c2c(c1)[nH]c1c2cccc1,"3-Amino-1-methyl-5H-pyrido[4,3-b]indole",5284476,"1S/C12H11N3/c1-7-12-8-4-2-3-5-9(8)15-10(12)6-11(13)14-7/h2-6,15H,1H3,(H2,13,14)","1-methyl-5H-pyrido[4,3-b]indol-3-amine",1,CCRIS
Nc1nc(nc(n1)C(F)C)N[C@@H]1[C@@H](C)Cc2c1cc(C)cc2,Indaziflam,44146693,"1S/C16H20FN5/c1-8-4-5-11-7-9(2)13(12(11)6-8)19-16-21-14(10(3)17)20-15(18)22-16/h4-6,9-10,13H,7H2,1-3H3,(H3,18,19,20,21,22)/t9-,10?,13+/m0/s1","2-N-[(1R,2S)-2,6-dimethyl-2,3-dihydro-1H-inden-1-yl]-6-(1-fluoroethyl)-1,3,5-triazine-2,4-diamine",0,CCRIS
NCCN.Cl.Cl,Ethylenediamine dihydrochloride,9521,1S/C2H8N2.2ClH/c3-1-2-4;;/h1-4H2;2*1H,"ethane-1,2-diamine;dihydrochloride",0,CCRIS
NCl,Chloramine,25423,1S/ClH2N/c1-2/h2H2,,0,CCRIS
NN(c1ccccc1)C(=O)N,"Hydrazinecarboxamide, 1-phenyl-",170220,"1S/C7H9N3O/c8-7(11)10(9)6-4-2-1-3-5-6/h1-5H,9H2,(H2,8,11)",1-amino-1-phenylurea,1,CCRIS
NNCC(c1ccccc1)C.Cl,"HYDRAZINE, (alpha-METHYLPHENETHYL)-, MONOHYDROCHLORIDE",6182,"1S/C9H14N2.ClH/c1-8(7-11-10)9-5-3-2-4-6-9;/h2-6,8,11H,7,10H2,1H3;1H",2-phenylpropylhydrazine;hydrochloride,0,CCRIS
O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cd+2].[Cd+2],Cadmium chloride hemipentahydrate,16211524,1S/2Cd.4ClH.5H2O/h;;4*1H;5*1H2/q2*+2;;;;;;;;;/p-4,dichlorocadmium;pentahydrate,1,CCRIS
O[C@@H]1[C@@H](O)[C@@H]2O[C@@H]2c2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(1R,2S,3R,4S)-3,4-Dihydroxy-1,2-epoxy-1,2,3,4-tetrahydrodibenz(c,h)acridine",151984,"1S/C21H15NO3/c23-18-14-8-7-12-9-11-6-5-10-3-1-2-4-13(10)16(11)22-17(12)15(14)20-21(25-20)19(18)24/h1-9,18-21,23-24H/t18-,19+,20+,21-/m0/s1","(18S,19R,20S,22R)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene-18,19-diol",1,CCRIS
O[C@@H]1[C@@H](O)[C@H]2O[C@H]2c2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(1S,2R,3R,4S)-3,4-Dihydroxy-1,2-epoxy-1,2,3,4-tetrahydrodibenz(c,h)acridine",151979,"1S/C21H15NO3/c23-18-14-8-7-12-9-11-6-5-10-3-1-2-4-13(10)16(11)22-17(12)15(14)20-21(25-20)19(18)24/h1-9,18-21,23-24H/t18-,19+,20-,21+/m0/s1","(18S,19R,20R,22S)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene-18,19-diol",0,CCRIS
O[C@@H]1[C@@H](O)CCc2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(3R,4R)-rel-1,2,3,4-Tetrahydrodibenz(c,h)acridine-3,4-diol",180266,"1S/C21H17NO2/c23-18-10-9-16-17(21(18)24)8-7-14-11-13-6-5-12-3-1-2-4-15(12)19(13)22-20(14)16/h1-8,11,18,21,23-24H,9-10H2/t18-,21-/m0/s1","(7S,8S)-2-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4(9),10,13,15,17,19,21-nonaene-7,8-diol",0,CCRIS
O[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@H]([C@@H]([C@H]2O)O)O)[C@H](O[C@@H]([C@H]1O)C(=O)[O-])O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)[O-])C)C)C.[Na+].[Na+],Disodium glycyrrhizinate,118984432,"1S/C42H62O16.2Na/c1-37(2)21-8-11-42(7)31(20(43)16-18-19-17-39(4,36(53)54)13-12-38(19,3)14-15-41(18,42)6)40(21,5)10-9-22(37)55-35-30(26(47)25(46)29(57-35)33(51)52)58-34-27(48)23(44)24(45)28(56-34)32(49)50;;/h16,19,21-31,34-35,44-48H,8-15,17H2,1-7H3,(H,49,50)(H,51,52)(H,53,54);;/q;2*+1/p-3/t19-,21-,22-,23-,24-,25-,26-,27+,28-,29-,30+,31+,34-,35-,38+,39-,40-,41+,42+;;/m0../s1","disodium;(2S,3S,4S,5R,6R)-6-[(2S,3R,4S,5S,6S)-2-[[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxylato-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxylato-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylate",0,CCRIS
O[C@@H]1[C@@H]2O[C@@H]2c2c([C@@H]1O)ccc1c2c(C)cc2c1cccc2,"trans-1,2-Dihydroxy-anti-3,4-epoxy-1,2,3,4-tetrahydro-5-methylchrysene",57175,"1S/C19H16O3/c1-9-8-10-4-2-3-5-11(10)12-6-7-13-15(14(9)12)18-19(22-18)17(21)16(13)20/h2-8,16-21H,1H3/t16-,17-,18+,19-/m0/s1","(3R,5S,6S,7S)-19-methyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",1,CCRIS
O[C@@H]1[C@@H]2O[C@@H]2c2c([C@H]1O)cc1c3c2ccc2c3c(cc1)ccc2,(+)-Anti-bpde,44461,"1S/C20H14O3/c21-17-13-8-11-5-4-9-2-1-3-10-6-7-12(15(11)14(9)10)16(13)19-20(23-19)18(17)22/h1-8,17-22H/t17-,18+,19-,20+/m1/s1","(3R,5S,6S,7R)-4-oxahexacyclo[11.6.2.02,8.03,5.010,20.017,21]henicosa-1(20),2(8),9,11,13(21),14,16,18-octaene-6,7-diol",1,CCRIS
O[C@@H]1[C@@H]2O[C@@H]2c2c([C@H]1O)ccc1c2c(C)c(C)c2c1cccc2,"anti-5,6-Dimethylchrysene-1,2-dihydrodiol-3,4-epoxide",91827184,"1S/C20H18O3/c1-9-10(2)15-13(12-6-4-3-5-11(9)12)7-8-14-16(15)19-20(23-19)18(22)17(14)21/h3-8,17-22H,1-2H3/t17-,18+,19-,20+/m1/s1","(3R,5S,6S,7R)-18,19-dimethyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",1,CCRIS
O[C@@H]1[C@@H]2O[C@@H]2c2c([C@H]1O)ccc1c2ccc2c1cccc2,"Chrysenediol, 3,4-epoxy-1,2,3,4-tetrahydro-, (+)-(E)-",51545,"1S/C18H14O3/c19-15-13-8-7-11-10-4-2-1-3-9(10)5-6-12(11)14(13)17-18(21-17)16(15)20/h1-8,15-20H/t15-,16+,17-,18+/m1/s1","(3R,5S,6S,7R)-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",1,CCRIS
O[C@@H]1C=C[C@@H]2[C@H]([C@H]1O)O2,"(+)-(1S,2R,3S,6R)-7-Oxabicyclo(4.1.0)hept-4-ene-2,3-diol",147652,"1S/C6H8O3/c7-3-1-2-4-6(9-4)5(3)8/h1-8H/t3-,4-,5+,6-/m1/s1","(1S,2S,3R,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",1,CCRIS
O[C@@H]1C=CC=C[C@H]1O,"(1R,2R)-cyclohexa-3,5-diene-1,2-diol",149186,"1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-8H/t5-,6-/m1/s1","(1R,2R)-cyclohexa-3,5-diene-1,2-diol",0,CCRIS
O[C@@H]1C=Cc2c([C@H]1O)cc(c1c2ccc2c1cccc2)C,"1,2-CHRYSENEDIOL, 1,2-DIHYDRO-11-METHYL-, trans-(+-)-",57137,"1S/C19H16O2/c1-11-10-16-14(8-9-17(20)19(16)21)15-7-6-12-4-2-3-5-13(12)18(11)15/h2-10,17,19-21H,1H3/t17-,19-/m1/s1","(1R,2R)-11-methyl-1,2-dihydrochrysene-1,2-diol",1,CCRIS
O[C@@H]1C=Cc2c([C@H]1O)cc1c3c2ccc2c3c(cc1)ccc2,"(-)-trans-7,8-Dihydroxy-7,8-dihydrobenzo(a)pyrene",104889,"1S/C20H14O2/c21-17-9-8-14-15-7-6-12-3-1-2-11-4-5-13(19(15)18(11)12)10-16(14)20(17)22/h1-10,17,20-22H/t17-,20-/m1/s1","(7R,8R)-7,8-dihydrobenzo[a]pyrene-7,8-diol",1,CCRIS
O[C@@H]1C=Cc2c([C@H]1O)ccc1c2c(C)cc2c1cccc2,"1,2-CHRYSENEDIOL, 1,2-DIHYDRO-5-METHYL-, trans-(+-)-",57136,"1S/C19H16O2/c1-11-10-12-4-2-3-5-13(12)14-6-7-16-15(18(11)14)8-9-17(20)19(16)21/h2-10,17,19-21H,1H3/t17-,19-/m1/s1","(1R,2R)-5-methyl-1,2-dihydrochrysene-1,2-diol",1,CCRIS
O[C@@H]1C=Cc2c([C@H]1O)ccc1c2nc2ccccc2c1,"BENZ(c)ACRIDINE-3-beta,4-alpha-DIOL, 3,4-DIHYDRO-, trans-",53653,"1S/C17H13NO2/c19-15-8-7-12-13(17(15)20)6-5-11-9-10-3-1-2-4-14(10)18-16(11)12/h1-9,15,17,19-20H/t15-,17-/m1/s1","(3R,4R)-3,4-dihydrobenzo[c]acridine-3,4-diol",1,CCRIS
O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)O,Alpha-d-xylopyranose,6027,"1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1","(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol",0,CCRIS
O[C@H]([C@@H](CO)O)CC(=O)C=O,3-Deoxyglucosone,114839,"1S/C6H10O5/c7-2-4(9)1-5(10)6(11)3-8/h2,5-6,8,10-11H,1,3H2/t5-,6+/m0/s1","(4S,5R)-4,5,6-trihydroxy-2-oxohexanal",0,CCRIS
O[C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)C(=O)[O-].O[C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)C(=O)[O-].O[C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)C(=O)[O-].[Fe+3],Ferric saccharate,24849109,"1S/3C6H10O8.Fe/c3*7-1(3(9)5(11)12)2(8)4(10)6(13)14;/h3*1-4,7-10H,(H,11,12)(H,13,14);/q;;;+3/p-3/t3*1-,2-,3-,4+;/m000./s1","iron(3+);(2R,3S,4S,5S)-2,3,4,5,6-pentahydroxy-6-oxohexanoate",1,CCRIS
O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)Oc1c(oc2c(c1=O)c(cc(c2)OS(=O)(=O)[O-])OS(=O)(=O)[O-])c1ccc(c(c1)O)O.[Na+].[Na+],Disodium rutinyl disulfate,76958463,"1S/C27H30O22S2.2Na/c1-8-17(30)20(33)22(35)26(44-8)43-7-15-18(31)21(34)23(36)27(46-15)47-25-19(32)16-13(45-24(25)9-2-3-11(28)12(29)4-9)5-10(48-50(37,38)39)6-14(16)49-51(40,41)42;;/h2-6,8,15,17-18,20-23,26-31,33-36H,7H2,1H3,(H,37,38,39)(H,40,41,42);;/q;2*+1/p-2/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-;;/m0../s1","disodium;[2-(3,4-dihydroxyphenyl)-4-oxo-5-sulfonatooxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-7-yl] sulfate",0,CCRIS
O[C@H]1[C@H](O)[C@@H]2O[C@@H]2c2c1cc1ccc3c4c1c2c1ccccc1c4ccc3,"anti-11,12,12a,13a-Tetrahydrodibenzo(5,6:10,11)chryseno(3,4-b)oxirene-11,12-diol",164497,"1S/C24H16O3/c25-21-16-10-12-9-8-11-4-3-7-14-13-5-1-2-6-15(13)19(18(12)17(11)14)20(16)23-24(27-23)22(21)26/h1-10,21-26H/t21-,22+,23-,24+/m1/s1","(3R,5S,6S,7R)-4-oxaheptacyclo[11.10.2.02,8.03,5.010,24.017,25.018,23]pentacosa-1(24),2(8),9,11,13(25),14,16,18,20,22-decaene-6,7-diol",1,CCRIS
O[C@H]1[C@H](O)[C@@H]2O[C@@H]2c2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(1R,2S,3S,4R)-3,4-Dihydroxy-1,2-epoxy-1,2,3,4-tetrahydrodibenz(c,h)acridine",151977,"1S/C21H15NO3/c23-18-14-8-7-12-9-11-6-5-10-3-1-2-4-13(10)16(11)22-17(12)15(14)20-21(25-20)19(18)24/h1-9,18-21,23-24H/t18-,19+,20-,21+/m1/s1","(18R,19S,20S,22R)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene-18,19-diol",1,CCRIS
O[C@H]1[C@H](O)[C@H]2CO[C@@H]([C@@H]1O)O2,Levoglucosan,2724705,"1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1","(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol",0,CCRIS
O[C@H]1[C@H](O)[C@H]2O[C@H]2c2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(1S,2R,3S,4R)-3,4-Dihydroxy-1,2-epoxy-1,2,3,4-tetrahydrodibenz(c,h)acridine",151982,"1S/C21H15NO3/c23-18-14-8-7-12-9-11-6-5-10-3-1-2-4-13(10)16(11)22-17(12)15(14)20-21(25-20)19(18)24/h1-9,18-21,23-24H/t18-,19+,20+,21-/m1/s1","(18R,19S,20R,22S)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene-18,19-diol",1,CCRIS
O[C@H]1[C@H](O)C=Cc2c1ccc1c2nc2c(c1)ccc1c2cccc1,"(3R,4R)-3,4-Dihydrodibenz(c,h)acridine-3,4-diol",12628781,"1S/C21H15NO2/c23-18-10-9-16-17(21(18)24)8-7-14-11-13-6-5-12-3-1-2-4-15(12)19(13)22-20(14)16/h1-11,18,21,23-24H/t18-,21-/m1/s1","(7R,8R)-2-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4(9),5,10,13,15,17,19,21-decaene-7,8-diol",1,CCRIS
O[C@H]1[C@H](O)c2cc3ccccc3nc2c2c1cccc2,"trans-5,6-Dihydrobenz(c)acridine-5,6-diol",150735,"1S/C17H13NO2/c19-16-12-7-3-2-6-11(12)15-13(17(16)20)9-10-5-1-4-8-14(10)18-15/h1-9,16-17,19-20H/t16-,17-/m1/s1","(5R,6R)-5,6-dihydrobenzo[c]acridine-5,6-diol",0,CCRIS
O[C@H]1[C@H]2O[C@H]2c2c([C@@H]1O)cc(c1c2ccc2c1cccc2)C,"9,10-Epoxy-7,8-dihydroxy-7,8,9,10-tetrahydro-5-methylchrysene",119140,"1S/C19H16O3/c1-9-8-13-15(18-19(22-18)17(21)16(13)20)12-7-6-10-4-2-3-5-11(10)14(9)12/h2-8,16-21H,1H3/t16-,17+,18-,19+/m0/s1","(3S,5R,6R,7S)-10-methyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",1,CCRIS
O[C@H]1[C@H]2O[C@H]2c2c([C@@H]1O)ccc1c2c(C)cc2c1cccc2,"5-Methylchrysene-1S,2R-diol-3R,4S-epoxide",57139,"1S/C19H16O3/c1-9-8-10-4-2-3-5-11(10)12-6-7-13-15(14(9)12)18-19(22-18)17(21)16(13)20/h2-8,16-21H,1H3/t16-,17+,18-,19+/m0/s1","(3S,5R,6R,7S)-19-methyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",1,CCRIS
O[C@H]1C=C[C@@H]2[C@H]([C@@H]1O)O2,Ccris 2984,152006,"1S/C6H8O3/c7-3-1-2-4-6(9-4)5(3)8/h1-8H/t3-,4+,5+,6+/m0/s1","(1S,2R,3S,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",0,CCRIS
O[C@H]1C=C[C@H]2[C@@H]([C@@H]1O)O2,"(-)-(1R,2S,3R,6S)-7-Oxabicyclo(4.1.0)hept-4-ene-2,3-diol",147504,"1S/C6H8O3/c7-3-1-2-4-6(9-4)5(3)8/h1-8H/t3-,4-,5+,6-/m0/s1","(1R,2R,3S,6S)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",1,CCRIS
O[C@H]1C=C2c3c([C@@H]1O)cccc3c1c2c2ccccc2cc1,"trans-Benzo(j)fluoranthene-4,5-diol",163759,"1S/C20H14O2/c21-17-10-16-18-12-5-2-1-4-11(12)8-9-14(18)13-6-3-7-15(19(13)16)20(17)22/h1-10,17,20-22H/t17-,20-/m0/s1","(17S,18S)-pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12(20),13,15-nonaene-17,18-diol",1,CCRIS
O[C@H]1C=CC=C[C@@H]1O,"(1S,2S)-cyclohexa-3,5-diene-1,2-diol",152287,"1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-8H/t5-,6-/m0/s1","(1S,2S)-cyclohexa-3,5-diene-1,2-diol",0,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)c1nc3ccccc3cc1cc2,"trans-1,2-Dihydrobenz(c)acridine-1,2-diol",56841464,"1S/C17H13NO2/c19-14-8-7-10-5-6-12-9-11-3-1-2-4-13(11)18-16(12)15(10)17(14)20/h1-9,14,17,19-20H/t14-,17+/m0/s1","(1S,2S)-1,2-dihydrobenzo[c]acridine-1,2-diol",0,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)cc1c(n2)c2ccccc2cc1,"trans-8,9-Dihydrobenz(c)acridine-8,9-diol",56842958,"1S/C17H13NO2/c19-15-8-7-14-13(17(15)20)9-11-6-5-10-3-1-2-4-12(10)16(11)18-14/h1-9,15,17,19-20H/t15-,17-/m0/s1","(8S,9S)-8,9-dihydronaphtho[1,2-b]quinoline-8,9-diol",1,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)cc1c3c2ccc2c3c(cc1)ccc2,"(E)-7,8-Dihydrobenzo(a)pyrene-7,8-diol",104853,"1S/C20H14O2/c21-17-9-8-14-15-7-6-12-3-1-2-11-4-5-13(19(15)18(11)12)10-16(14)20(17)22/h1-10,17,20-22H/t17-,20-/m0/s1","(7S,8S)-7,8-dihydrobenzo[a]pyrene-7,8-diol",1,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2c(C)c2ccccc2c1C,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",156317,"1S/C20H18O2/c1-11-13-5-3-4-6-14(13)12(2)19-15(11)7-8-17-16(19)9-10-18(21)20(17)22/h3-10,18,20-22H,1-2H3/t18-,20-/m0/s1","(3S,4S)-7,12-dimethyl-3,4-dihydrobenzo[a]anthracene-3,4-diol",1,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2cc([N+](=O)[O-])c2c1cccc2,"trans-1,2-Dihydro-1,2-dihydroxy-6-nitrochrysene",115211,"1S/C18H13NO4/c20-17-8-7-12-14(18(17)21)6-5-11-10-3-1-2-4-13(10)16(19(22)23)9-15(11)12/h1-9,17-18,20-21H/t17-,18-/m0/s1","(1S,2S)-6-nitro-1,2-dihydrochrysene-1,2-diol",1,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2cc(N)c2c1cccc2,"trans-1,2-Dihydro-1,2-dihydroxy-6-aminochrysene",107900,"1S/C18H15NO2/c19-16-9-15-11(10-3-1-2-4-13(10)16)5-6-14-12(15)7-8-17(20)18(14)21/h1-9,17-18,20-21H,19H2/t17-,18-/m0/s1","(1S,2S)-6-amino-1,2-dihydrochrysene-1,2-diol",1,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2cccn1,"(7s,8s)-7,8-Dihydrobenzo[f]quinoline-7,8-diol",163926,"1S/C13H11NO2/c15-12-6-4-8-9-2-1-7-14-11(9)5-3-10(8)13(12)16/h1-7,12-13,15-16H/t12-,13-/m0/s1","(7S,8S)-7,8-dihydrobenzo[f]quinoline-7,8-diol",0,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2nccc1,"7,8-Dihydrobenzo(H)quinoline-7alpha,8beta-diol",150583,"1S/C13H11NO2/c15-11-6-5-9-10(13(11)16)4-3-8-2-1-7-14-12(8)9/h1-7,11,13,15-16H/t11-,13-/m0/s1","(7S,8S)-7,8-dihydrobenzo[h]quinoline-7,8-diol",0,CCRIS
O[C@H]1C=Cc2c([C@@H]1O)nc1c(c2)ccc2c1cccc2,"trans-10,11-Dihydrobenz(c)acridine-10,11-diol",56842959,"1S/C17H13NO2/c19-14-8-7-12-9-11-6-5-10-3-1-2-4-13(10)15(11)18-16(12)17(14)20/h1-9,14,17,19-20H/t14-,17+/m0/s1","(10S,11S)-10,11-dihydronaphtho[1,2-b]quinoline-10,11-diol",1,CCRIS
O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1cc(O)c(c2)O,2-Hydroxyestradiol,247304,"1S/C18H24O3/c1-18-7-6-11-12(14(18)4-5-17(18)21)3-2-10-8-15(19)16(20)9-13(10)11/h8-9,11-12,14,17,19-21H,2-7H2,1H3/t11-,12+,14-,17-,18-/m0/s1","(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-2,3,17-triol",1,CCRIS
O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2O)O,4-Hydroxyestradiol,5282360,"1S/C18H24O3/c1-18-9-8-11-10-4-6-15(19)17(21)13(10)3-2-12(11)14(18)5-7-16(18)20/h4,6,11-12,14,16,19-21H,2-3,5,7-9H2,1H3/t11-,12-,14+,16+,18+/m1/s1","(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,4,17-triol",1,CCRIS
O[Fe]=O.O[Fe]=O.[Fe],Ferrosoferric oxide,14789,1S/3Fe.2H2O.2O/h;;;2*1H2;;/q;2*+1;;;;/p-2,hydroxy(oxo)iron;iron,0,CCRIS
O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3],Crocidolite,86278622,1S/2Fe.3Mg.2Na.8H2O3Si/c;;;;;;;8*1-4(2)3/h;;;;;;;8*1-2H/q2*+3;3*+2;2*+1;;;;;;;;,trimagnesium;disodium;dihydroxy(oxo)silane;iron(3+),1,CCRIS
O[Si](O)(O)O.O[Si](O)(O)O.O.[Mg].[Mg].[Mg],Antigorite,6335834,"1S/3Mg.2H4O4Si.H2O/c;;;2*1-5(2,3)4;/h;;;2*1-4H;1H2",,0,CCRIS
